typ,    seq#,  sec. ms,   mV,ev,^,pre, addr,i,dcc                       ,TCS,TS1,TS2,TCE,J1,J2,p,P,ch1   ,ch2                    
PKT,   94174,  590.629,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94175,  590.635,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94176,  590.641,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94177,  590.647,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94178,  590.653,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94179,  590.659,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94180,  590.665,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94181,  590.671,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94182,  590.677,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94183,  590.683,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94184,  590.689,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94185,  590.695,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94186,  590.701,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94187,  590.707,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94188,  590.713,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94189,  590.719,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94190,  590.725,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94191,  590.731,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94192,  590.738,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94193,  590.744,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94194,  590.750,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94195,  590.756,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
PKT,   94196,  590.762,13100,00,f, 12,  254,:,feff9d8d0110              , 27,   ,   ,460,  ,  , , ,      ,                       
PKT,   94197,  590.772,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94198,  590.778,13100,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,                       
PKT,   94199,  590.784,13100,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,                       
